Order_ID,Customer_ID,Product_ID,Quantity,Order_Date,Order_Time,Delivery_Date,Delivery_Time,Location,Occasion,Month Name,Hour(Order Time),diff_order_delivery,Hour(Delivery Time),Price (INR),Order_Amount,Day_of_order,Day_of_delivery,Revenue
335,C013,17,2,06-11-2023,02:09:35,08-11-2023,02:23:24,Sri Ganganagar,Anniversary,November,2,2,2,1899,3798,Monday,Wednesday,3798
342,C062,36,5,03-11-2023,04:03:43,08-11-2023,16:26:16,Salem,Birthday,November,4,5,16,203,1015,Friday,Wednesday,1015
348,C060,30,2,28-11-2023,20:33:37,07-12-2023,12:02:59,Kalyan-Dombivli,Anniversary,November,20,9,12,751,1502,Tuesday,Thursday,1502
363,C022,15,2,27-11-2023,19:01:01,05-12-2023,01:50:36,Bhavnagar,Anniversary,November,19,8,1,1488,2976,Monday,Tuesday,2976
372,C006,25,3,08-11-2023,19:04:25,18-11-2023,18:28:46,Kamarhati,Anniversary,November,19,10,18,1202,3606,Wednesday,Saturday,3606
388,C066,36,2,10-11-2023,00:15:10,18-11-2023,10:37:06,Jalna,Birthday,November,0,8,10,203,406,Friday,Saturday,406
393,C087,17,5,14-11-2023,11:01:18,22-11-2023,16:10:46,Solapur,Anniversary,November,11,8,16,1899,9495,Tuesday,Wednesday,9495
434,C020,51,4,28-11-2023,07:23:06,29-11-2023,19:43:32,Kirari Suleman Nagar,All Occasions,November,7,1,19,1084,4336,Tuesday,Wednesday,4336
534,C061,31,2,27-11-2023,03:40:16,04-12-2023,11:22:37,Naihati,All Occasions,November,3,7,11,1804,3608,Monday,Monday,3608
541,C007,24,3,13-11-2023,05:51:09,16-11-2023,22:56:34,Sasaram,Birthday,November,5,3,22,535,1605,Monday,Thursday,1605
595,C022,51,4,08-11-2023,13:49:19,15-11-2023,04:06:31,Dhanbad,All Occasions,November,13,7,4,1084,4336,Wednesday,Wednesday,4336
635,C095,67,1,12-11-2023,18:37:11,22-11-2023,07:23:32,Navi Mumbai,Anniversary,November,18,10,7,1374,1374,Sunday,Wednesday,1374
653,C076,17,4,29-11-2023,13:38:07,01-12-2023,05:52:11,Bhilwara,Anniversary,November,13,2,5,1899,7596,Wednesday,Friday,7596
655,C015,17,1,08-11-2023,21:19:04,17-11-2023,18:57:37,Jalna,Anniversary,November,21,9,18,1899,1899,Wednesday,Friday,1899
727,C061,12,5,18-11-2023,01:37:03,22-11-2023,16:22:32,Anand,Anniversary,November,1,4,16,672,3360,Saturday,Wednesday,3360
740,C004,56,4,07-11-2023,16:11:58,12-11-2023,10:07:51,Silchar,Anniversary,November,16,5,10,1272,5088,Tuesday,Sunday,5088
754,C083,51,2,01-11-2023,20:40:33,08-11-2023,22:13:13,Pimpri-Chinchwad,All Occasions,November,20,7,22,1084,2168,Wednesday,Wednesday,2168
768,C087,1,1,11-11-2023,18:37:41,16-11-2023,12:19:42,Howrah,All Occasions,November,18,5,12,1935,1935,Saturday,Thursday,1935
807,C006,40,4,29-11-2023,16:20:19,09-12-2023,03:09:57,Bhopal,Anniversary,November,16,10,3,1923,7692,Wednesday,Saturday,7692
839,C072,51,4,02-11-2023,03:51:23,12-11-2023,01:49:51,Udupi,All Occasions,November,3,10,1,1084,4336,Thursday,Sunday,4336
846,C069,15,4,28-11-2023,02:47:39,02-12-2023,06:56:03,Bhalswa Jahangir Pur,Anniversary,November,2,4,6,1488,5952,Tuesday,Saturday,5952
909,C084,42,1,04-11-2023,07:43:51,08-11-2023,22:25:25,Hyderabad,All Occasions,November,7,4,22,1744,1744,Saturday,Wednesday,1744
928,C012,23,3,19-11-2023,11:06:24,27-11-2023,10:16:12,Bihar Sharif,Anniversary,November,11,8,10,1098,3294,Sunday,Monday,3294
933,C038,51,3,14-11-2023,12:17:01,23-11-2023,02:50:02,Muzaffarnagar,All Occasions,November,12,9,2,1084,3252,Tuesday,Thursday,3252
944,C024,67,4,17-11-2023,20:34:33,21-11-2023,16:40:40,Amravati,Anniversary,November,20,4,16,1374,5496,Friday,Tuesday,5496
951,C024,20,1,23-11-2023,15:34:09,25-11-2023,19:03:34,Bongaigaon,Anniversary,November,15,2,19,697,697,Thursday,Saturday,697
974,C014,17,4,04-11-2023,19:16:59,07-11-2023,16:11:27,Pallavaram,Anniversary,November,19,3,16,1899,7596,Saturday,Tuesday,7596
986,C086,1,2,03-11-2023,16:41:54,05-11-2023,22:43:28,Bally,All Occasions,November,16,2,22,1935,3870,Friday,Sunday,3870
2,C019,41,2,07-11-2023,23:30:18,13-11-2023,07:16:17,Jaipur,Diwali,November,23,6,7,1977,3954,Tuesday,Monday,3954
50,C014,41,4,09-11-2023,06:56:33,16-11-2023,10:19:22,Jamalpur,Diwali,November,6,7,10,1977,7908,Thursday,Thursday,7908
8,C097,43,3,08-11-2023,19:20:02,14-11-2023,08:44:45,Morena,Diwali,November,19,6,8,750,2250,Wednesday,Tuesday,2250
22,C054,43,1,09-11-2023,01:05:28,14-11-2023,09:49:47,Tenali,Diwali,November,1,5,9,750,750,Thursday,Tuesday,750
39,C054,43,2,02-11-2023,19:25:58,04-11-2023,13:28:42,Vellore,Diwali,November,19,2,13,750,1500,Thursday,Saturday,1500
49,C020,43,1,11-11-2023,17:44:30,18-11-2023,13:49:52,Nangloi Jat,Diwali,November,17,7,13,750,750,Saturday,Saturday,750
14,C042,60,1,08-11-2023,03:46:06,15-11-2023,12:08:02,Bilaspur,Diwali,November,3,7,12,827,827,Wednesday,Wednesday,827
17,C056,60,2,04-11-2023,11:31:33,13-11-2023,18:40:13,Kota,Diwali,November,11,9,18,827,1654,Saturday,Monday,1654
38,C067,37,3,11-11-2023,12:30:28,14-11-2023,12:24:51,Indore,Diwali,November,12,3,12,1428,4284,Saturday,Tuesday,4284
40,C066,48,4,02-11-2023,14:15:10,05-11-2023,04:29:54,Raiganj,Diwali,November,14,3,4,433,1732,Thursday,Sunday,1732
61,C058,44,2,08-11-2023,22:26:25,10-11-2023,08:08:31,Panihati,Diwali,November,22,2,8,794,1588,Wednesday,Friday,1588
76,C054,4,1,09-11-2023,05:13:11,12-11-2023,00:34:50,Anand,Diwali,November,5,3,0,1199,1199,Thursday,Sunday,1199
90,C088,41,3,09-11-2023,20:54:16,18-11-2023,17:48:35,Shahjahanpur,Diwali,November,20,9,17,1977,5931,Thursday,Saturday,5931
97,C041,41,1,03-11-2023,20:11:32,08-11-2023,01:35:25,Bhavnagar,Diwali,November,20,5,1,1977,1977,Friday,Wednesday,1977
106,C095,41,2,06-11-2023,17:55:46,08-11-2023,23:00:28,Chinsurah,Diwali,November,17,2,23,1977,3954,Monday,Wednesday,3954
107,C041,4,3,06-11-2023,10:18:07,12-11-2023,14:20:21,Gorakhpur,Diwali,November,10,6,14,1199,3597,Monday,Sunday,3597
112,C023,37,3,11-11-2023,06:36:04,14-11-2023,15:50:59,Kochi,Diwali,November,6,3,15,1428,4284,Saturday,Tuesday,4284
116,C009,4,3,11-11-2023,14:28:05,20-11-2023,05:25:26,Howrah,Diwali,November,14,9,5,1199,3597,Saturday,Monday,3597
127,C051,60,4,02-11-2023,14:04:38,03-11-2023,19:25:01,Dhanbad,Diwali,November,14,1,19,827,3308,Thursday,Friday,3308
133,C018,43,5,10-11-2023,15:51:54,16-11-2023,11:22:51,Tiruppur,Diwali,November,15,6,11,750,3750,Friday,Thursday,3750
151,C051,43,1,03-11-2023,21:42:26,10-11-2023,03:56:02,Jalna,Diwali,November,21,7,3,750,750,Friday,Friday,750
159,C095,43,3,09-11-2023,21:31:39,11-11-2023,04:55:56,Davanagere,Diwali,November,21,2,4,750,2250,Thursday,Saturday,2250
166,C035,4,3,07-11-2023,23:05:28,10-11-2023,06:12:46,Madanapalle,Diwali,November,23,3,6,1199,3597,Tuesday,Friday,3597
167,C019,37,4,04-11-2023,01:26:51,07-11-2023,15:16:27,Nangloi Jat,Diwali,November,1,3,15,1428,5712,Saturday,Tuesday,5712
174,C048,4,3,03-11-2023,15:39:20,13-11-2023,18:06:46,Malda,Diwali,November,15,10,18,1199,3597,Friday,Monday,3597
183,C082,48,3,09-11-2023,18:11:41,11-11-2023,15:29:26,Bahraich,Diwali,November,18,2,15,433,1299,Thursday,Saturday,1299
190,C096,60,5,09-11-2023,12:33:49,13-11-2023,13:41:24,Darbhanga,Diwali,November,12,4,13,827,4135,Thursday,Monday,4135
250,C086,37,5,08-11-2023,15:07:27,09-11-2023,01:32:06,Korba,Diwali,November,15,1,1,1428,7140,Wednesday,Thursday,7140
256,C065,4,5,06-11-2023,19:13:49,14-11-2023,18:05:55,Suryapet,Diwali,November,19,8,18,1199,5995,Monday,Tuesday,5995
261,C041,37,3,06-11-2023,14:03:50,12-11-2023,20:17:47,Malegaon,Diwali,November,14,6,20,1428,4284,Monday,Sunday,4284
274,C078,41,5,02-11-2023,06:37:51,12-11-2023,20:53:36,Raebareli,Diwali,November,6,10,20,1977,9885,Thursday,Sunday,9885
282,C092,41,2,11-11-2023,10:20:49,19-11-2023,22:11:40,Mangalore,Diwali,November,10,8,22,1977,3954,Saturday,Sunday,3954
309,C071,60,4,10-11-2023,06:38:43,13-11-2023,05:14:33,Mangalore,Diwali,November,6,3,5,827,3308,Friday,Monday,3308
314,C029,43,4,05-11-2023,11:48:41,15-11-2023,04:55:25,Patiala,Diwali,November,11,10,4,750,3000,Sunday,Wednesday,3000
331,C023,41,5,04-11-2023,21:49:56,05-11-2023,14:13:32,Patna,Diwali,November,21,1,14,1977,9885,Saturday,Sunday,9885
349,C017,44,4,11-11-2023,03:32:37,12-11-2023,10:31:13,Junagadh,Diwali,November,3,1,10,794,3176,Saturday,Sunday,3176
360,C099,41,1,06-11-2023,03:11:57,09-11-2023,17:45:31,Belgaum,Diwali,November,3,3,17,1977,1977,Monday,Thursday,1977
364,C003,43,3,08-11-2023,06:09:01,09-11-2023,04:37:33,Satara,Diwali,November,6,1,4,750,2250,Wednesday,Thursday,2250
374,C087,4,1,07-11-2023,07:47:32,09-11-2023,22:32:44,Guna,Diwali,November,7,2,22,1199,1199,Tuesday,Thursday,1199
380,C009,60,4,08-11-2023,13:33:02,15-11-2023,23:40:37,Bidhannagar,Diwali,November,13,7,23,827,3308,Wednesday,Wednesday,3308
383,C016,37,1,06-11-2023,00:16:45,08-11-2023,20:09:52,Panchkula,Diwali,November,0,2,20,1428,1428,Monday,Wednesday,1428
392,C085,4,2,05-11-2023,03:18:55,06-11-2023,18:53:09,Gangtok,Diwali,November,3,1,18,1199,2398,Sunday,Monday,2398
397,C034,4,5,09-11-2023,06:48:09,14-11-2023,13:32:34,Junagadh,Diwali,November,6,5,13,1199,5995,Thursday,Tuesday,5995
411,C006,48,1,05-11-2023,16:31:34,08-11-2023,07:21:26,Nadiad,Diwali,November,16,3,7,433,433,Sunday,Wednesday,433
427,C042,48,5,03-11-2023,07:56:32,13-11-2023,22:46:12,Gudivada,Diwali,November,7,10,22,433,2165,Friday,Monday,2165
444,C021,60,3,02-11-2023,01:01:13,09-11-2023,09:54:20,Jalna,Diwali,November,1,7,9,827,2481,Thursday,Thursday,2481
462,C069,60,5,04-11-2023,18:10:06,13-11-2023,14:20:14,Kirari Suleman Nagar,Diwali,November,18,9,14,827,4135,Saturday,Monday,4135
485,C029,43,4,06-11-2023,19:20:24,14-11-2023,19:27:14,Bhubaneswar,Diwali,November,19,8,19,750,3000,Monday,Tuesday,3000
512,C008,41,1,05-11-2023,02:42:41,11-11-2023,13:10:40,Ranchi,Diwali,November,2,6,13,1977,1977,Sunday,Saturday,1977
517,C064,60,5,09-11-2023,01:01:13,17-11-2023,19:04:55,Aligarh,Diwali,November,1,8,19,827,4135,Thursday,Friday,4135
587,C018,43,1,02-11-2023,00:51:24,03-11-2023,10:41:06,Panchkula,Diwali,November,0,1,10,750,750,Thursday,Friday,750
598,C054,37,3,11-11-2023,02:51:23,18-11-2023,21:53:27,Ratlam,Diwali,November,2,7,21,1428,4284,Saturday,Saturday,4284
602,C042,43,5,02-11-2023,10:17:25,11-11-2023,06:02:00,Buxar,Diwali,November,10,9,6,750,3750,Thursday,Saturday,3750
613,C063,4,5,10-11-2023,17:54:34,14-11-2023,19:18:27,Gwalior,Diwali,November,17,4,19,1199,5995,Friday,Tuesday,5995
616,C006,44,5,08-11-2023,23:57:57,12-11-2023,19:20:59,Phagwara,Diwali,November,23,4,19,794,3970,Wednesday,Sunday,3970
618,C073,60,4,05-11-2023,16:09:13,15-11-2023,17:21:36,Lucknow,Diwali,November,16,10,17,827,3308,Sunday,Wednesday,3308
622,C084,4,4,08-11-2023,14:13:32,09-11-2023,15:59:02,Bhiwandi,Diwali,November,14,1,15,1199,4796,Wednesday,Thursday,4796
623,C045,37,2,08-11-2023,13:37:50,18-11-2023,14:25:39,Lucknow,Diwali,November,13,10,14,1428,2856,Wednesday,Saturday,2856
642,C021,44,5,02-11-2023,05:26:04,07-11-2023,00:29:51,Kozhikode,Diwali,November,5,5,0,794,3970,Thursday,Tuesday,3970
648,C040,41,3,05-11-2023,19:06:16,09-11-2023,08:25:00,Chittoor,Diwali,November,19,4,8,1977,5931,Sunday,Thursday,5931
649,C053,43,3,02-11-2023,03:05:41,11-11-2023,08:55:15,Naihati,Diwali,November,3,9,8,750,2250,Thursday,Saturday,2250
667,C052,44,3,04-11-2023,08:26:58,07-11-2023,10:30:59,Alwar,Diwali,November,8,3,10,794,2382,Saturday,Tuesday,2382
672,C049,44,5,07-11-2023,14:06:15,09-11-2023,06:46:37,Saharanpur,Diwali,November,14,2,6,794,3970,Tuesday,Thursday,3970
677,C045,37,5,04-11-2023,07:54:01,14-11-2023,05:32:35,Panihati,Diwali,November,7,10,5,1428,7140,Saturday,Tuesday,7140
690,C083,48,2,02-11-2023,21:13:25,05-11-2023,21:32:48,Jaunpur,Diwali,November,21,3,21,433,866,Thursday,Sunday,866
691,C002,48,5,06-11-2023,05:22:43,10-11-2023,11:08:26,Naihati,Diwali,November,5,4,11,433,2165,Monday,Friday,2165
693,C041,4,5,04-11-2023,23:48:55,07-11-2023,05:31:27,Ghaziabad,Diwali,November,23,3,5,1199,5995,Saturday,Tuesday,5995
701,C080,41,5,07-11-2023,10:57:34,11-11-2023,04:56:26,Tezpur,Diwali,November,10,4,4,1977,9885,Tuesday,Saturday,9885
702,C067,60,1,10-11-2023,08:44:24,18-11-2023,06:26:10,Giridih,Diwali,November,8,8,6,827,827,Friday,Saturday,827
713,C081,37,3,08-11-2023,23:24:22,15-11-2023,22:51:21,Tiruppur,Diwali,November,23,7,22,1428,4284,Wednesday,Wednesday,4284
743,C045,4,2,09-11-2023,13:28:07,13-11-2023,01:16:24,Tiruppur,Diwali,November,13,4,1,1199,2398,Thursday,Monday,2398
745,C052,44,1,07-11-2023,09:12:26,09-11-2023,00:30:04,Kolkata,Diwali,November,9,2,0,794,794,Tuesday,Thursday,794
753,C045,60,1,06-11-2023,06:55:38,12-11-2023,04:49:01,Tinsukia,Diwali,November,6,6,4,827,827,Monday,Sunday,827
759,C084,48,5,02-11-2023,06:12:14,11-11-2023,06:06:56,Bathinda,Diwali,November,6,9,6,433,2165,Thursday,Saturday,2165
765,C055,41,2,03-11-2023,02:37:40,06-11-2023,03:52:27,Ambala,Diwali,November,2,3,3,1977,3954,Friday,Monday,3954
776,C051,43,1,09-11-2023,07:28:54,12-11-2023,21:39:04,Alwar,Diwali,November,7,3,21,750,750,Thursday,Sunday,750
792,C015,43,2,09-11-2023,07:00:56,10-11-2023,05:14:12,Munger,Diwali,November,7,1,5,750,1500,Thursday,Friday,1500
822,C075,41,5,09-11-2023,03:23:06,12-11-2023,04:15:17,Indore,Diwali,November,3,3,4,1977,9885,Thursday,Sunday,9885
834,C029,60,5,03-11-2023,18:35:20,12-11-2023,14:01:49,Thrissur,Diwali,November,18,9,14,827,4135,Friday,Sunday,4135
836,C020,44,5,08-11-2023,02:36:05,11-11-2023,03:11:27,Tumkur,Diwali,November,2,3,3,794,3970,Wednesday,Saturday,3970
847,C009,44,4,07-11-2023,18:10:17,12-11-2023,10:21:36,Bareilly,Diwali,November,18,5,10,794,3176,Tuesday,Sunday,3176
852,C035,44,2,11-11-2023,09:41:46,14-11-2023,14:15:30,Ozhukarai,Diwali,November,9,3,14,794,1588,Saturday,Tuesday,1588
858,C046,44,4,08-11-2023,01:51:48,09-11-2023,16:01:24,Saharanpur,Diwali,November,1,1,16,794,3176,Wednesday,Thursday,3176
859,C047,43,1,10-11-2023,07:06:21,15-11-2023,01:46:27,Varanasi,Diwali,November,7,5,1,750,750,Friday,Wednesday,750
867,C014,48,1,02-11-2023,12:22:06,04-11-2023,05:08:47,Hajipur,Diwali,November,12,2,5,433,433,Thursday,Saturday,433
870,C018,43,5,05-11-2023,15:13:46,07-11-2023,06:49:39,Pallavaram,Diwali,November,15,2,6,750,3750,Sunday,Tuesday,3750
876,C016,4,4,06-11-2023,09:38:36,14-11-2023,20:47:44,Jaunpur,Diwali,November,9,8,20,1199,4796,Monday,Tuesday,4796
878,C057,4,2,10-11-2023,16:36:59,19-11-2023,16:45:34,Singrauli,Diwali,November,16,9,16,1199,2398,Friday,Sunday,2398
927,C100,43,4,03-11-2023,06:38:15,11-11-2023,05:00:17,Gopalpur,Diwali,November,6,8,5,750,3000,Friday,Saturday,3000
936,C045,43,4,02-11-2023,21:26:31,08-11-2023,10:03:32,Bardhaman,Diwali,November,21,6,10,750,3000,Thursday,Wednesday,3000
954,C063,44,3,02-11-2023,04:01:43,03-11-2023,18:21:01,Ballia,Diwali,November,4,1,18,794,2382,Thursday,Friday,2382
960,C032,48,3,05-11-2023,05:25:49,08-11-2023,09:56:17,Nadiad,Diwali,November,5,3,9,433,1299,Sunday,Wednesday,1299
988,C020,4,3,10-11-2023,09:47:17,15-11-2023,10:29:19,Mau,Diwali,November,9,5,10,1199,3597,Friday,Wednesday,3597
992,C091,43,3,02-11-2023,14:09:04,03-11-2023,19:32:39,Chittoor,Diwali,November,14,1,19,750,2250,Thursday,Friday,2250
998,C046,44,1,06-11-2023,16:17:11,14-11-2023,04:33:25,Ballia,Diwali,November,16,8,4,794,794,Monday,Tuesday,794
60,C023,5,2,13-12-2023,06:46:45,15-12-2023,13:03:56,Darbhanga,All Occasions,December,6,2,13,1444,2888,Wednesday,Friday,2888
46,C059,22,4,18-04-2023,03:21:11,23-04-2023,08:02:45,Guna,All Occasions,April,3,5,8,1639,6556,Tuesday,Sunday,6556
24,C018,42,3,25-07-2023,05:10:42,03-08-2023,07:57:35,Durg,All Occasions,July,5,9,7,1744,5232,Tuesday,Thursday,5232
28,C088,42,3,05-05-2023,03:25:25,10-05-2023,07:55:04,Guwahati,All Occasions,May,3,5,7,1744,5232,Friday,Wednesday,5232
63,C056,42,3,25-06-2023,06:22:38,26-06-2023,15:40:04,Munger,All Occasions,June,6,1,15,1744,5232,Sunday,Monday,5232
59,C041,51,5,26-06-2023,03:56:15,28-06-2023,20:10:04,Thiruvananthapuram,All Occasions,June,3,2,20,1084,5420,Monday,Wednesday,5420
74,C024,31,3,01-01-2023,20:55:22,07-01-2023,09:02:03,Shivpuri,All Occasions,January,20,6,9,1804,5412,Sunday,Saturday,5412
75,C009,65,2,06-04-2023,11:10:24,09-04-2023,23:00:34,Bally,All Occasions,April,11,3,23,1895,3790,Thursday,Sunday,3790
80,C008,39,4,02-01-2023,11:07:02,11-01-2023,02:05:50,Salem,All Occasions,January,11,9,2,387,1548,Monday,Wednesday,1548
86,C046,39,4,13-09-2023,11:27:49,22-09-2023,14:09:30,Sirsa,All Occasions,September,11,9,14,387,1548,Wednesday,Friday,1548
100,C055,42,5,09-05-2023,05:50:07,17-05-2023,05:30:26,Bhiwani,All Occasions,May,5,8,5,1744,8720,Tuesday,Wednesday,8720
104,C082,51,3,29-12-2023,01:45:29,05-01-2024,00:15:28,Ahmednagar,All Occasions,December,1,7,0,1084,3252,Friday,Friday,3252
144,C090,51,5,18-01-2023,09:01:03,23-01-2023,03:23:15,Srinagar,All Occasions,January,9,5,3,1084,5420,Wednesday,Monday,5420
149,C008,5,3,06-10-2023,23:23:09,09-10-2023,20:09:12,Mangalore,All Occasions,October,23,3,20,1444,4332,Friday,Monday,4332
175,C042,31,1,13-10-2023,01:17:47,20-10-2023,07:22:52,Navi Mumbai,All Occasions,October,1,7,7,1804,1804,Friday,Friday,1804
188,C067,22,5,18-09-2023,01:38:33,25-09-2023,14:02:12,Serampore,All Occasions,September,1,7,14,1639,8195,Monday,Monday,8195
211,C043,31,5,22-10-2023,18:14:59,29-10-2023,17:40:03,Orai,All Occasions,October,18,7,17,1804,9020,Sunday,Sunday,9020
218,C061,31,4,13-06-2023,22:55:11,16-06-2023,03:06:01,Gurgaon,All Occasions,June,22,3,3,1804,7216,Tuesday,Friday,7216
254,C093,1,5,07-07-2023,00:09:44,15-07-2023,05:27:49,Bhilai,All Occasions,July,0,8,5,1935,9675,Friday,Saturday,9675
278,C044,1,2,20-06-2023,23:33:52,24-06-2023,05:42:44,Ballia,All Occasions,June,23,4,5,1935,3870,Tuesday,Saturday,3870
293,C003,1,4,04-09-2023,04:03:47,09-09-2023,18:10:36,Tezpur,All Occasions,September,4,5,18,1935,7740,Monday,Saturday,7740
311,C051,39,2,02-09-2023,09:26:47,12-09-2023,17:51:43,Mehsana,All Occasions,September,9,10,17,387,774,Saturday,Tuesday,774
327,C048,51,1,24-09-2023,09:29:05,26-09-2023,20:09:05,Muzaffarnagar,All Occasions,September,9,2,20,1084,1084,Sunday,Tuesday,1084
351,C099,1,1,16-01-2023,15:11:07,25-01-2023,22:29:59,Bhilai,All Occasions,January,15,9,22,1935,1935,Monday,Wednesday,1935
373,C026,65,2,07-06-2023,20:49:11,10-06-2023,23:57:40,North Dumdum,All Occasions,June,20,3,23,1895,3790,Wednesday,Saturday,3790
386,C091,5,4,04-06-2023,12:47:45,14-06-2023,21:34:41,Jalandhar,All Occasions,June,12,10,21,1444,5776,Sunday,Wednesday,5776
387,C061,1,2,30-04-2023,05:38:25,09-05-2023,02:15:58,Ahmedabad,All Occasions,April,5,9,2,1935,3870,Sunday,Tuesday,3870
391,C083,22,4,29-12-2023,13:44:06,07-01-2024,12:58:41,Bareilly,All Occasions,December,13,9,12,1639,6556,Friday,Sunday,6556
431,C057,1,4,13-12-2023,19:13:43,19-12-2023,21:02:24,Varanasi,All Occasions,December,19,6,21,1935,7740,Wednesday,Tuesday,7740
450,C096,39,5,02-12-2023,07:58:05,12-12-2023,10:09:58,Sri Ganganagar,All Occasions,December,7,10,10,387,1935,Saturday,Tuesday,1935
455,C072,1,2,20-10-2023,22:33:50,25-10-2023,18:04:20,Eluru,All Occasions,October,22,5,18,1935,3870,Friday,Wednesday,3870
457,C036,22,5,27-05-2023,13:55:39,29-05-2023,16:38:25,Mirzapur,All Occasions,May,13,2,16,1639,8195,Saturday,Monday,8195
468,C007,5,2,25-07-2023,07:57:26,04-08-2023,01:24:47,Rajahmundry,All Occasions,July,7,10,1,1444,2888,Tuesday,Friday,2888
469,C051,42,4,15-12-2023,07:06:00,19-12-2023,12:56:49,Kamarhati,All Occasions,December,7,4,12,1744,6976,Friday,Tuesday,6976
484,C034,1,5,26-05-2023,19:03:55,03-06-2023,19:32:17,Morena,All Occasions,May,19,8,19,1935,9675,Friday,Saturday,9675
487,C053,51,1,05-01-2023,16:46:57,09-01-2023,04:28:18,Sasaram,All Occasions,January,16,4,4,1084,1084,Thursday,Monday,1084
502,C099,22,5,24-06-2023,05:33:20,30-06-2023,00:55:44,Munger,All Occasions,June,5,6,0,1639,8195,Saturday,Friday,8195
516,C020,22,2,05-07-2023,20:52:56,06-07-2023,01:06:20,Gaya,All Occasions,July,20,1,1,1639,3278,Wednesday,Thursday,3278
537,C064,42,3,17-10-2023,06:19:24,25-10-2023,03:09:08,Korba,All Occasions,October,6,8,3,1744,5232,Tuesday,Wednesday,5232
540,C082,22,4,06-09-2023,19:07:35,09-09-2023,01:26:00,Morbi,All Occasions,September,19,3,1,1639,6556,Wednesday,Saturday,6556
552,C064,31,3,10-05-2023,18:59:31,11-05-2023,17:09:07,Tezpur,All Occasions,May,18,1,17,1804,5412,Wednesday,Thursday,5412
566,C054,42,4,12-05-2023,12:48:03,14-05-2023,20:36:32,Patna,All Occasions,May,12,2,20,1744,6976,Friday,Sunday,6976
585,C013,63,5,26-04-2023,18:32:41,01-05-2023,01:52:06,Bhubaneswar,All Occasions,April,18,5,1,1348,6740,Wednesday,Monday,6740
591,C002,31,3,06-07-2023,12:56:00,14-07-2023,00:00:51,Surat,All Occasions,July,12,8,0,1804,5412,Thursday,Friday,5412
604,C069,39,3,31-01-2023,19:54:56,03-02-2023,21:24:38,Tadipatri,All Occasions,January,19,3,21,387,1161,Tuesday,Friday,1161
610,C068,5,3,03-01-2023,17:25:41,05-01-2023,00:11:36,Sirsa,All Occasions,January,17,2,0,1444,4332,Tuesday,Thursday,4332
632,C075,51,1,11-07-2023,22:35:01,12-07-2023,11:32:50,Adoni,All Occasions,July,22,1,11,1084,1084,Tuesday,Wednesday,1084
638,C060,39,1,23-04-2023,02:13:33,27-04-2023,02:51:20,Mira-Bhayandar,All Occasions,April,2,4,2,387,387,Sunday,Thursday,387
661,C018,22,2,14-01-2023,23:51:27,19-01-2023,09:50:46,Guwahati,All Occasions,January,23,5,9,1639,3278,Saturday,Thursday,3278
671,C059,31,4,03-12-2023,06:54:18,07-12-2023,23:16:19,Karnal,All Occasions,December,6,4,23,1804,7216,Sunday,Thursday,7216
678,C020,31,5,10-09-2023,14:23:59,20-09-2023,10:13:07,Jalna,All Occasions,September,14,10,10,1804,9020,Sunday,Wednesday,9020
685,C054,22,1,01-09-2023,21:04:40,11-09-2023,08:30:45,Sikar,All Occasions,September,21,10,8,1639,1639,Friday,Monday,1639
699,C011,1,4,02-06-2023,12:14:44,09-06-2023,23:09:03,Chittoor,All Occasions,June,12,7,23,1935,7740,Friday,Friday,7740
712,C057,65,5,11-07-2023,13:00:12,13-07-2023,06:34:57,Hazaribagh,All Occasions,July,13,2,6,1895,9475,Tuesday,Thursday,9475
714,C053,63,2,01-06-2023,19:28:09,03-06-2023,07:54:01,Dhule,All Occasions,June,19,2,7,1348,2696,Thursday,Saturday,2696
720,C045,22,5,15-12-2023,14:42:41,20-12-2023,06:07:08,Vellore,All Occasions,December,14,5,6,1639,8195,Friday,Wednesday,8195
724,C059,51,1,08-04-2023,23:02:18,16-04-2023,08:00:19,Pallavaram,All Occasions,April,23,8,8,1084,1084,Saturday,Sunday,1084
732,C087,1,2,16-10-2023,16:47:12,21-10-2023,18:56:15,Bongaigaon,All Occasions,October,16,5,18,1935,3870,Monday,Saturday,3870
756,C034,51,4,29-07-2023,18:25:27,03-08-2023,09:56:02,Buxar,All Occasions,July,18,5,9,1084,4336,Saturday,Thursday,4336
766,C077,1,4,02-07-2023,16:28:53,07-07-2023,00:19:44,Hospet,All Occasions,July,16,5,0,1935,7740,Sunday,Friday,7740
773,C031,39,4,07-01-2023,02:11:24,13-01-2023,23:47:54,Karaikudi,All Occasions,January,2,6,23,387,1548,Saturday,Friday,1548
774,C051,65,5,17-06-2023,21:28:21,27-06-2023,03:01:20,Begusarai,All Occasions,June,21,10,3,1895,9475,Saturday,Tuesday,9475
782,C087,22,4,18-04-2023,05:41:20,26-04-2023,19:25:29,Shimoga,All Occasions,April,5,8,19,1639,6556,Tuesday,Wednesday,6556
791,C093,51,2,06-05-2023,02:29:51,09-05-2023,06:53:48,Bhubaneswar,All Occasions,May,2,3,6,1084,2168,Saturday,Tuesday,2168
829,C020,42,4,19-12-2023,18:35:41,26-12-2023,10:18:04,Visakhapatnam,All Occasions,December,18,7,10,1744,6976,Tuesday,Tuesday,6976
844,C067,51,1,09-10-2023,19:12:55,10-10-2023,09:48:27,Satara,All Occasions,October,19,1,9,1084,1084,Monday,Tuesday,1084
